Местоположение вагонов,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
id,station_id,loaded_empty,cars_quantity,car_type,period,wait_time
ID расположения,"ID станции (обязательно шесть цифр, не пустое)","Флаг загруженного вагона (0 или 1, может быть пустое)",Количество вагонов (не пустое и не может быть больше 100 и отрицательным),Тип вагога,Период,Время ожидания
1,240000,0,1,1,1,от 1 до 5
2,240000,0,1,1,1,от 1 до 6
3,240000,0,1,1,1,от 4 до 8
4,240000,0,1,1,1,от 19 до 21
5,240000,0,1,1,1,от 1 до 23
6,240000,0,1,1,6,от 0 до 0
7,240000,0,2,1,1,от 3 до 22
8,240000,0,3,1,-3,от 0 до 7
9,240000,0,5,1,1,от 1 до 4
10,240000,1,2,1,1,от 1 до 1
11,242306,1,1,1,1,от 0 до 0
12,243607,0,1,1,1,от 2 до 3
13,243607,0,1,1,1,от 6 до 8
14,243607,0,1,1,1,от 9 до 9
15,243607,0,2,1,1,от 2 до 12
16,243607,0,2,1,1,от 5 до 19
17,243607,0,3,1,1,от 1 до 2
18,243607,0,3,1,1,от 8 до 15
19,243607,0,4,1,1,от 19 до 19
20,243607,0,7,1,1,от 12 до 16
21,243607,0,32,1,1,от 5 до 6
22,243607,1,1,1,1,от 0 до 0
23,243607,1,1,1,2,от 0 до 0
24,243607,1,2,1,-6,от 3 до 3
25,243607,1,4,1,3,от 0 до 0
26,243607,1,32,1,3,от 0 до 0
27,244208,0,1,1,1,от 0 до 4
28,244208,0,1,1,1,от 7 до 22
29,244208,0,1,1,1,от 26 до 28
30,247206,0,1,1,1,от 5 до 17
31,247206,0,2,1,1,от 10 до 16
32,247206,0,10,1,1,от 0 до 2
33,247206,1,38,1,1,от 2 до 2
34,247206,1,48,1,1,от 0 до 0
35,248504,1,1,1,1,от 0 до 0
36,248504,1,1,1,2,от 0 до 0
37,248504,1,1,1,7,от 0 до 0
38,248504,1,2,1,3,от 0 до 0
39,248504,1,10,1,1,от 0 до 2
40,249004,1,1,1,2,от 0 до 0
41,250001,0,1,1,1,от 5 до 6
42,250001,1,24,1,1,от 0 до 0
43,250209,0,1,1,1,от 0 до 3
44,250209,1,1,1,1,от 0 до 1
45,250209,1,1,1,7,от 0 до 0
46,250707,0,1,1,1,от 0 до 2
47,250707,0,1,1,1,от 6 до 6
48,250707,1,2,1,1,от 0 до 2
49,251004,0,1,1,1,от 0 до 2
50,251004,1,1,1,1,от 0 до 0
51,251004,1,8,1,1,от 2 до 2
52,251004,1,10,1,3,от 0 до 0
53,253103,1,1,1,2,от 0 до 0
54,253103,1,2,1,1,от 0 до 0
55,254002,1,1,1,1,от 1 до 1
56,254708,1,1,1,1,от 1 до 2
57,255409,0,1,1,1,от 2 до 2
58,255503,1,1,1,1,от 0 до 0
59,255503,1,1,1,6,от 0 до 0
60,255607,1,1,1,1,от 1 до 1
61,255804,0,6,1,1,от 0 до 6
62,256703,0,1,1,1,от 2 до 10
63,257301,0,3,1,1,от 0 до 7
64,257602,0,1,1,1,от 3 до 3
65,258107,1,1,1,1,от 0 до 1
66,259006,0,1,1,1,от 3 до 8
67,259006,0,1,1,1,от 15 до 20
68,259006,0,5,1,1,от 0 до 3
69,260003,0,1,1,4,от 0 до 0
70,260107,0,1,1,1,от 2 до 5
71,260107,0,15,1,1,от 0 до 2
72,260107,1,1,1,1,от 0 до 2
73,260107,1,1,1,8,от 0 до 0
74,260107,1,5,1,3,от 0 до 0
75,261203,1,1,1,3,от 0 до 0
76,261203,1,2,1,6,от 0 до 0
77,261307,1,1,1,3,от 0 до 0
78,262704,1,2,1,1,от 1 до 2
79,264907,1,1,1,1,от 0 до 0
80,264907,1,1,1,4,от 0 до 0
81,270005,0,1,1,1,от 4 до 11
82,270306,0,1,1,1,от 3 до 10
83,270306,0,1,1,1,от 8 до 13
84,270306,1,1,1,3,от 0 до 0
85,270804,0,1,1,1,от 2 до 9
86,270804,0,1,1,1,от 12 до 15
87,271205,0,1,1,1,от 2 до 3
88,271205,0,1,1,1,от 3 до 4
89,271205,0,1,1,1,от 5 до 5
90,271205,0,3,1,1,от 0 до 0
91,271309,1,3,1,2,от 0 до 0
92,272903,0,2,1,1,от 1 до 4
93,272903,0,2,1,1,от 0 до 13
94,273107,0,2,1,1,от 0 до 0
95,273605,0,1,1,1,от 2 до 4
96,273605,0,1,1,1,от 5 до 5
97,273605,0,1,1,1,от 2 до 9
98,273605,0,1,1,1,от 12 до 13
99,273605,0,2,1,1,от 1 до 1
100,273605,0,2,1,1,от 6 до 10
101,273605,0,2,1,1,от 15 до 16
102,273605,0,3,1,1,от 2 до 2
103,273605,0,7,1,1,от 0 до 0
104,273605,1,1,1,1,от 0 до 0
105,273605,1,1,1,1,от 0 до 1
106,274006,0,1,1,1,от 0 до 2
107,274006,0,1,1,1,от 3 до 3
108,274006,0,1,1,1,от 28 до 38
109,274307,0,5,1,1,от 3 до 5
110,274608,0,1,1,1,от 6 до 10
111,274608,0,1,1,1,от 2 до 16
112,274608,0,2,1,1,от 4 до 6
113,274608,0,3,1,1,от 0 до 0
114,274608,0,6,1,1,от 0 до 2
115,274608,0,6,1,1,от 4 до 5
116,275704,1,1,1,3,от 0 до 0
117,277409,0,1,1,1,от 0 до 0
118,830003,0,1,1,1,от 0 до 2
119,830003,0,1,1,1,от 2 до 4
120,830003,0,1,1,1,от 13 до 18
121,830003,0,1,1,1,от 20 до 22
122,830003,0,1,1,1,от 14 до 28
123,830003,0,1,1,1,от 57 до 59
124,830003,0,1,1,1,от 50 до 89
125,830200,0,1,1,1,от 50 до 65
126,830304,1,8,1,1,от 0 до 1
127,830304,1,11,1,1,от 0 до 0
128,830304,1,13,1,3,от 0 до 0
129,831203,1,1,1,1,от 0 до 0
130,831400,0,1,1,1,от 2 до 6
131,831400,0,1,1,1,от 0 до 7
132,831400,0,1,1,1,от 3 до 11
133,831400,0,2,1,1,от 0 до 0
134,831400,0,3,1,1,от 0 до 2
135,831400,0,4,1,1,от 4 до 14
136,831400,1,1,1,3,от 0 до 0
137,831400,1,7,1,1,от 1 до 1
138,831400,1,26,1,1,от 0 до 0
139,831400,1,60,1,1,от 1 до 1
140,831400,1,116,1,1,от 0 до 0
141,831504,1,10,1,1,от 0 до 0
142,831504,1,58,1,1,от 0 до 0
143,831608,0,1,1,1,от 3 до 5
144,831608,0,1,1,1,от 4 до 8
145,831608,0,1,1,1,от 4 до 12
146,831608,1,6,1,2,от 0 до 0
147,831805,1,12,1,1,от 0 до 0
148,832808,1,7,1,2,от 0 до 0
149,833302,1,2,1,1,от 0 до 0
150,833603,0,1,1,1,от 1 до 3
151,833603,0,1,1,1,от 4 до 4
152,833603,0,1,1,3,от 0 до 0
153,833603,0,3,1,1,от 1 до 1
154,833603,0,4,1,1,от 24 до 33
155,833603,0,7,1,1,от 1 до 2
156,833603,0,8,1,1,от 0 до 0
157,833603,0,8,1,2,от 0 до 0
158,833603,0,13,1,3,от 0 до 0
159,836103,0,1,1,1,от 3 до 10
160,836103,0,2,1,2,от 0 до 0
161,836601,0,2,1,2,от 0 до 0
162,840005,0,1,1,1,от 0 до 0
163,840005,0,1,1,1,от 0 до 2
164,840109,0,1,1,1,от 5 до 5
165,840109,0,1,1,1,от 3 до 10
166,840109,0,2,1,1,от 5 до 8
167,840109,0,3,1,1,от 0 до 4
168,840109,0,5,1,1,от 1 до 2
169,840109,1,1,1,1,от 0 до 0
170,840109,1,1,1,4,от 0 до 0
171,840109,1,2,1,2,от 0 до 0
172,841402,0,2,1,1,от 1 до 2
173,843200,0,1,1,1,от 1 до 4
174,843200,0,1,1,1,от 13 до 17
175,843200,0,1,1,1,от 17 до 22
176,843200,0,2,1,1,от 1 до 2
177,843200,0,2,1,1,от 4 до 8
178,843200,1,1,1,1,от 1 до 2
179,843408,0,1,1,1,от 0 до 0
180,843408,0,1,1,1,от 4 до 5
181,843408,0,1,1,1,от 10 до 11
182,843408,0,1,1,1,от 4 до 12
183,843408,0,1,1,1,от 19 до 25
184,843408,0,1,1,1,от 20 до 26
185,843408,0,1,1,1,от 13 до 28
186,843408,0,1,1,2,от 0 до 0
187,843408,0,1,1,5,от 0 до 0
188,843408,0,1,1,9,от 0 до 0
189,843408,0,2,1,1,от 1 до 4
190,843408,0,2,1,1,от 1 до 7
191,843408,0,2,1,1,от 10 до 13
192,843408,0,2,1,1,от 7 до 24
193,843408,0,3,1,1,от 21 до 26
194,843408,0,4,1,1,от 1 до 3
195,843408,0,8,1,1,от 2 до 2
196,843408,1,1,1,1,от 0 до 0
197,843408,1,1,1,1,от 0 до 2
198,843408,1,1,1,2,от 0 до 0
199,844701,1,3,1,2,от 0 до 0
200,845901,0,1,1,1,от 1 до 2
201,850007,0,1,1,1,от 6 до 8
202,850007,0,1,1,1,от 2 до 15
203,850007,0,2,1,1,от 1 до 1
204,850007,0,3,1,1,от 16 до 20
205,850204,0,1,1,1,от 2 до 2
206,850204,0,2,1,1,от 1 до 3
207,850204,0,8,1,1,от 3 до 6
208,850308,0,1,1,1,от 3 до 3
209,850308,0,3,1,1,от 1 до 2
210,850308,1,1,1,1,от 0 до 0
211,850308,1,1,1,1,от 1 до 3
212,850308,1,1,1,4,от 0 до 0
213,850308,1,1,1,5,от 0 до 0
214,850308,1,2,1,1,от 0 до 2
215,850308,1,3,1,1,от 1 до 1
216,850505,0,1,1,1,от 3 до 6
217,851207,0,1,1,1,от 0 до 6
218,851207,0,1,1,1,от 3 до 7
219,851207,0,1,1,1,от 8 до 10
220,851207,0,1,1,1,от 9 до 16
221,851207,0,2,1,1,от 0 до 2
222,851207,0,2,1,1,от 0 до 3
223,851207,0,2,1,1,от 1 до 4
224,851207,0,5,1,1,от 4 до 7
225,851207,1,1,1,1,от 0 до 0
226,851207,1,1,1,1,от 1 до 2
227,851207,1,1,1,3,от 0 до 0
228,851207,1,1,1,4,от 0 до 0
229,851207,1,1,1,5,от 0 до 0
230,851508,0,1,1,1,от 3 до 3
231,851508,0,1,1,1,от 0 до 5
232,851508,0,2,1,1,от 1 до 1
233,851508,1,1,1,1,от 2 до 2
234,851508,1,1,1,5,от 0 до 0
235,851508,1,1,1,8,от 0 до 0
236,851508,1,2,1,1,от 0 до 0
237,851601,1,1,1,5,от 0 до 0
238,851601,1,1,1,6,от 0 до 0
239,851601,1,1,1,15,от 0 до 0
240,851601,1,2,1,12,от 0 до 0
241,851601,1,3,1,2,от 0 до 0
242,852708,0,1,1,1,от 7 до 7
243,852708,0,4,1,1,от 1 до 2
244,852708,1,1,1,1,от 0 до 0
245,852708,1,1,1,1,от 0 до 2
246,852708,1,1,1,2,от 0 до 0
247,852708,1,1,1,5,от 0 до 0
248,852708,1,1,1,9,от 0 до 0
249,852708,1,2,1,1,от 0 до 0
250,852708,1,2,1,3,от 0 до 0
251,852708,1,2,1,5,от 0 до 0
252,852708,1,3,1,1,от 1 до 2
253,853005,0,1,1,1,от 0 до 2
254,853005,0,1,1,1,от 3 до 3
255,853005,0,2,1,1,от 0 до 5
256,853005,0,2,1,1,от 3 до 10
257,853005,1,10,1,1,от 0 до 0
258,853005,1,10,1,1,от 1 до 1
259,853109,0,3,1,1,от 2 до 3
260,853306,0,1,1,1,от 1 до 3
261,853804,0,1,1,1,от 0 до 2
262,853804,0,2,1,1,от 1 до 3
263,853804,1,1,1,5,от 0 до 0
264,860009,0,1,1,1,от 0 до 0
265,860009,0,1,1,1,от 2 до 4
266,860009,0,1,1,1,от 3 до 5
267,860009,0,1,1,1,от 2 до 7
268,860009,0,1,1,1,от 0 до 9
269,860009,0,1,1,1,от 6 до 16
270,860009,0,1,1,1,от 2 до 19
271,860009,0,1,1,1,от 8 до 21
272,860009,0,1,1,1,от 22 до 23
273,860009,0,1,1,1,от 12 до 25
274,860009,0,1,1,1,от 19 до 26
275,860009,0,1,1,1,от 24 до 27
276,860009,0,1,1,1,от 17 до 28
277,860009,0,1,1,1,от 20 до 30
278,860009,0,1,1,1,от 28 до 34
279,860009,0,1,1,1,от 19 до 57
280,860009,0,1,1,1,от 33 до 61
281,860009,0,1,1,1,от 12 до 64
282,860009,0,1,1,1,от 50 до 71
283,860009,0,1,1,1,от 58 до 72
284,860009,0,1,1,1,от 84 до 91
285,860009,0,1,1,1,от 72 до 94
286,860009,0,1,1,1,от 74 до 102
287,860009,0,1,1,1,от 39 до 114
288,860009,0,1,1,11,от 0 до 0
289,860009,0,2,1,1,от 2 до 10
290,860009,0,2,1,1,от 0 до 13
291,860009,0,2,1,1,от 12 до 20
292,860009,0,2,1,1,от 26 до 31
293,860009,0,2,1,1,от 25 до 32
294,860009,0,2,1,1,от 47 до 51
295,860009,0,2,1,1,от 55 до 58
296,860009,0,2,1,1,от 14 до 74
297,860009,0,3,1,1,от 4 до 6
298,860009,0,3,1,1,от 4 до 11
299,860009,0,3,1,1,от 3 до 12
300,860009,0,3,1,1,от 0 до 15
301,860009,0,3,1,1,от 0 до 16
302,860009,0,3,1,1,от 26 до 55
303,860009,0,4,1,1,от 0 до 1
304,860009,0,4,1,1,от 2 до 2
305,860009,0,4,1,1,от 3 до 8
306,860009,0,4,1,1,от 8 до 14
307,860009,0,4,1,1,от 15 до 22
308,860009,0,4,1,1,от 49 до 55
309,860009,0,5,1,1,от 4 до 19
310,860009,0,5,1,1,от 22 до 27
311,860009,0,6,1,1,от 6 до 9
312,860009,0,6,1,1,от 12 до 18
313,860009,0,9,1,1,от 0 до 5
314,860009,0,11,1,1,от 1 до 3
315,860009,0,11,1,1,от 3 до 4
316,860009,0,11,1,1,от 5 до 7
317,860009,0,14,1,1,от 0 до 0
318,860009,0,62,1,1,от 0 до 6
319,860009,0,107,1,1,от 2 до 2
320,860009,1,1,1,1,от 0 до 0
321,860009,1,1,1,1,от 2 до 2
322,860009,1,1,1,1,от 1 до 6
323,860009,1,1,1,1,от 10 до 27
324,860009,1,7,1,1,от 2 до 2
325,860009,1,10,1,4,от 0 до 0
326,860009,1,10,1,5,от 0 до 0
327,860009,1,31,1,1,от 0 до 0
328,860206,0,1,1,1,от 0 до 3
329,860206,0,1,1,1,от 6 до 9
330,860206,0,1,1,1,от 11 до 12
331,860206,0,1,1,1,от 9 до 14
332,860206,0,1,1,1,от 15 до 16
333,860206,0,1,1,1,от 0 до 19
334,860206,0,1,1,1,от 3 до 21
335,860206,0,1,1,1,от 4 до 27
336,860206,0,1,1,1,от 25 до 31
337,860206,0,1,1,1,от 24 до 36
338,860206,0,1,1,1,от 3 до 39
339,860206,0,2,1,1,от 10 до 15
340,860206,0,2,1,1,от 0 до 24
341,860206,0,2,1,1,от 31 до 42
342,860206,0,3,1,1,от 7 до 7
343,860206,0,4,1,1,от 0 до 0
344,860206,0,4,1,1,от 9 до 10
345,860206,0,5,1,1,от 6 до 6
346,860206,0,9,1,1,от 5 до 8
347,860206,0,10,1,1,от 3 до 9
348,860206,0,18,1,1,от 3 до 5
349,860206,0,67,1,1,от 1 до 2
350,860206,0,70,1,1,от 2 до 4
351,860206,0,71,1,1,от 1 до 1
352,860206,0,154,1,1,от 1 до 3
353,860206,1,1,1,1,от 2 до 3
354,860206,1,167,1,1,от 0 до 0
355,861302,0,1,1,1,от 1 до 3
356,861302,0,1,1,1,от 4 до 9
357,861302,0,1,1,1,от 9 до 11
358,861302,0,1,1,1,от 13 до 14
359,861302,0,1,1,1,от 28 до 28
360,861302,0,2,1,1,от 0 до 1
361,861302,0,3,1,1,от 4 до 4
362,861302,0,3,1,1,от 6 до 8
363,861302,0,4,1,1,от 1 до 1
364,861302,0,5,1,1,от 1 до 2
365,861302,0,14,1,1,от 0 до 0
366,862108,0,1,1,1,от 3 до 10
367,862108,0,2,1,1,от 5 до 5
368,862108,0,2,1,1,от 13 до 17
369,862108,0,5,1,1,от 0 до 1
370,862108,0,6,1,1,от 0 до 1
371,862108,0,7,1,1,от 2 до 2
372,862108,0,14,1,1,от 0 до 0
373,862108,0,16,1,1,от 7 до 13
374,862108,0,17,1,1,от 0 до 0
375,862201,0,1,1,1,от 0 до 3
376,862201,0,1,1,1,от 0 до 20
377,862201,0,1,1,1,от 60 до 75
378,862305,0,1,1,1,от 0 до 1
379,862305,0,1,1,1,от 4 до 7
380,862305,0,1,1,1,от 2 до 10
381,862305,0,1,1,1,от 7 до 16
382,862305,0,1,1,1,от 4 до 17
383,862305,0,1,1,1,от 4 до 27
384,862305,0,1,1,1,от 12 до 28
385,862305,0,1,1,1,от 2 до 29
386,862305,0,1,1,1,от 33 до 37
387,862305,0,1,1,1,от 18 до 45
388,862305,0,1,1,1,от 37 до 52
389,862305,0,1,1,1,от 18 до 55
390,862305,0,1,1,1,от 15 до 56
391,862305,0,1,1,1,от 1 до 61
392,862305,0,1,1,1,от 29 до 65
393,862305,0,1,1,1,от 22 до 77
394,862305,0,1,1,1,от 50 до 92
395,862305,0,1,1,1,от 107 до 107
396,862305,0,2,1,1,от 8 до 9
397,862305,0,2,1,1,от 11 до 11
398,862305,0,2,1,1,от 22 до 23
399,862305,0,2,1,1,от 17 до 41
400,862305,0,2,1,1,от 23 до 67
401,862305,0,2,1,1,от 19 до 82
402,862305,0,2,1,3,от 0 до 0
403,862305,0,3,1,1,от 0 до 7
404,862305,0,3,1,1,от 5 до 12
405,862305,0,3,1,1,от 14 до 25
406,862305,0,3,1,1,от 21 до 27
407,862305,0,3,1,1,от 34 до 47
408,862305,0,4,1,1,от 2 до 4
409,862305,0,4,1,1,от 21 до 22
410,862305,0,4,1,1,от 0 до 25
411,862305,0,5,1,1,от 1 до 3
412,862305,0,5,1,1,от 1 до 8
413,862305,0,6,1,1,от 0 до 0
414,862305,0,7,1,1,от 2 до 5
415,862305,0,7,1,1,от 4 до 6
416,862305,0,8,1,1,от 2 до 2
417,862305,0,15,1,1,от 1 до 6
418,862305,1,1,1,1,от 1 до 2
419,862409,0,1,1,1,от 1 до 1
420,862409,0,2,1,1,от 3 до 3
421,862409,0,2,1,1,от 0 до 4
422,862409,0,4,1,1,от 1 до 2
423,862409,0,13,1,1,от 1 до 3
424,862409,0,64,1,1,от 0 до 0
425,862409,0,70,1,1,от 0 до 1
426,862409,0,79,1,1,от 0 до 2
427,862502,0,2,1,1,от 0 до 0
428,862502,0,2,1,1,от 1 до 2
429,862502,0,5,1,1,от 0 до 1
430,862502,0,128,1,1,от 2 до 2
431,862502,1,4,1,1,от 0 до 0
432,862803,0,3,1,1,от 5 до 17
433,863007,0,1,1,1,от 3 до 5
434,863007,0,1,1,1,от 5 до 7
435,863007,0,1,1,1,от 5 до 9
436,863007,0,1,1,1,от 18 до 19
437,863007,0,1,1,1,от 14 до 20
438,863007,0,1,1,1,от 8 до 29
439,863007,0,1,1,1,от 5 до 31
440,863007,0,1,1,1,от 20 до 52
441,863007,0,1,1,1,от 15 до 53
442,863007,0,2,1,1,от 3 до 4
443,863007,0,2,1,1,от 0 до 6
444,863007,0,2,1,1,от 4 до 12
445,863007,0,2,1,1,от 4 до 13
446,863007,0,2,1,1,от 0 до 18
447,863007,0,3,1,1,от 1 до 2
448,863007,0,4,1,1,от 0 до 1
449,863007,0,4,1,1,от 3 до 3
450,863007,0,5,1,1,от 0 до 0
451,863007,0,66,1,1,от 0 до 1
452,863007,0,94,1,1,от 2 до 2
453,863100,0,1,1,1,от 10 до 10
454,863100,0,1,1,1,от 8 до 27
455,863100,0,2,1,1,от 14 до 18
456,863100,0,7,1,1,от 8 до 14
457,863204,0,3,1,1,от 2 до 15
458,863308,0,1,1,1,от 1 до 3
459,863308,0,1,1,15,от 0 до 0
460,863308,0,1,1,17,от 0 до 0
461,863308,0,2,1,5,от 0 до 0
462,863308,0,3,1,1,от 0 до 1
463,863308,0,3,1,1,от 5 до 5
464,863308,0,4,1,1,от 5 до 6
465,863308,0,6,1,1,от 7 до 7
466,863308,0,6,1,2,от 0 до 0
467,863308,0,7,1,17,от 0 до 0
468,863308,0,8,1,1,от 2 до 2
469,863308,0,8,1,1,от 0 до 4
470,863308,0,8,1,9,от 0 до 0
471,863308,0,9,1,16,от 0 до 0
472,863308,0,12,1,3,от 0 до 0
473,863308,0,13,1,13,от 0 до 0
474,863308,0,15,1,1,от 0 до 0
475,863308,0,18,1,11,от 0 до 0
476,863308,0,19,1,10,от 0 до 0
477,863308,0,21,1,5,от 0 до 0
478,863308,0,21,1,12,от 0 до 0
479,863308,0,22,1,14,от 0 до 0
480,863308,0,23,1,7,от 0 до 0
481,863308,0,24,1,4,от 0 до 0
482,863308,0,25,1,6,от 0 до 0
483,863308,0,34,1,15,от 0 до 0
484,863308,0,38,1,1,от 1 до 6
485,863308,0,60,1,8,от 0 до 0
486,863308,0,70,1,16,от 0 до 0
487,863308,0,96,1,3,от 0 до 0
488,863308,0,97,1,11,от 0 до 0
489,863308,0,135,1,14,от 0 до 0
490,863308,0,136,1,7,от 0 до 0
491,863308,0,187,1,10,от 0 до 0
492,863308,0,192,1,9,от 0 до 0
493,863308,0,226,1,6,от 0 до 0
494,863308,0,288,1,12,от 0 до 0
495,863308,0,318,1,4,от 0 до 0
496,863308,0,344,1,1,от 0 до 0
497,863308,0,445,1,13,от 0 до 0
498,863308,0,649,1,8,от 0 до 0
499,863702,1,19,1,1,от 1 до 1
500,863907,0,1,1,1,от 0 до 0
501,863907,0,1,1,1,от 4 до 5
502,863907,0,1,1,1,от 7 до 13
503,863907,0,1,1,1,от 16 до 16
504,863907,0,1,1,1,от 11 до 18
505,863907,0,1,1,1,от 17 до 19
506,863907,0,1,1,1,от 1 до 22
507,863907,0,1,1,1,от 23 до 23
508,863907,0,1,1,1,от 4 до 24
509,863907,0,1,1,1,от 21 до 28
510,863907,0,1,1,1,от 16 до 36
511,863907,0,1,1,1,от 36 до 37
512,863907,0,1,1,1,от 31 до 39
513,863907,0,1,1,1,от 21 до 45
514,863907,0,1,1,1,от 13 до 48
515,863907,0,1,1,1,от 7 до 50
516,863907,0,1,1,1,от 9 до 56
517,863907,0,1,1,1,от 56 до 58
518,863907,0,1,1,1,от 63 до 64
519,863907,0,1,1,1,от 7 до 67
520,863907,0,1,1,1,от 21 до 72
521,863907,0,1,1,1,от 48 до 87
522,863907,0,2,1,1,от 1 до 1
523,863907,0,2,1,1,от 5 до 11
524,863907,0,2,1,1,от 9 до 19
525,863907,0,2,1,1,от 25 до 31
526,863907,0,2,1,1,от 8 до 42
527,863907,0,2,1,1,от 19 до 44
528,863907,0,2,1,1,от 48 до 48
529,863907,0,3,1,1,от 3 до 3
530,863907,0,3,1,1,от 0 до 14
531,863907,0,3,1,1,от 10 до 15
532,863907,0,3,1,1,от 0 до 33
533,863907,0,4,1,1,от 8 до 9
534,863907,0,4,1,1,от 22 до 25
535,863907,0,4,1,1,от 29 до 29
536,863907,0,4,1,1,от 24 до 55
537,863907,0,5,1,1,от 2 до 2
538,863907,0,5,1,1,от 14 до 16
539,863907,0,5,1,1,от 10 до 24
540,863907,0,5,1,1,от 2 до 32
541,863907,0,6,1,1,от 3 до 26
542,863907,0,8,1,1,от 9 до 20
543,863907,0,13,1,1,от 2 до 4
544,863907,0,19,1,1,от 2 до 13
545,864103,0,1,1,1,от 1 до 4
546,864103,0,1,1,1,от 2 до 9
547,864103,0,1,1,1,от 17 до 20
548,864103,0,2,1,1,от 3 до 7
549,864103,0,2,1,1,от 2 до 13
550,864103,0,2,1,1,от 13 до 18
551,864103,0,4,1,1,от 4 до 5
552,864103,0,4,1,1,от 7 до 21
553,864103,0,6,1,1,от 8 до 8
554,864103,0,6,1,1,от 2 до 11
555,864103,0,6,1,1,от 13 до 14
556,864103,0,6,1,1,от 8 до 16
557,864103,0,8,1,1,от 1 до 6
558,864103,0,8,1,1,от 2 до 10
559,864103,0,9,1,1,от 2 до 2
560,864103,0,17,1,1,от 2 до 9
561,864103,0,25,1,1,от 3 до 7
562,864103,0,54,1,1,от 0 до 14
563,864103,0,64,1,1,от 0 до 5
564,864103,0,78,1,1,от 0 до 3
565,864103,1,5,1,1,от 0 до 0
566,864103,1,6,1,1,от 1 до 4
567,864103,1,68,1,1,от 0 до 0
568,864207,0,1,1,1,от 0 до 0
569,864207,0,1,1,1,от 0 до 4
570,864207,0,1,1,1,от 4 до 5
571,864207,0,1,1,1,от 9 до 9
572,864207,0,1,1,1,от 3 до 15
573,864207,0,1,1,1,от 1 до 18
574,864207,0,1,1,1,от 0 до 20
575,864207,0,1,1,1,от 6 до 22
576,864207,0,1,1,1,от 12 до 28
577,864207,0,1,1,1,от 29 до 32
578,864207,0,1,1,1,от 15 до 36
579,864207,0,1,1,1,от 25 до 41
580,864207,0,1,1,1,от 4 до 44
581,864207,0,1,1,1,от 16 до 67
582,864207,0,1,1,1,от 52 до 72
583,864207,0,1,1,1,от 40 до 87
584,864207,0,2,1,1,от 6 до 11
585,864207,0,2,1,1,от 12 до 23
586,864207,0,2,1,1,от 56 до 107
587,864207,0,2,1,1,от 21 до 108
588,864207,0,2,1,1,от 52 до 120
589,864207,0,3,1,1,от 5 до 6
590,864207,0,3,1,1,от 23 до 24
591,864207,0,3,1,1,от 8 до 29
592,864207,0,3,1,1,от 63 до 112
593,864207,0,4,1,1,от 5 до 15
594,864207,0,4,1,1,от 16 до 21
595,864207,0,5,1,1,от 13 до 14
596,864207,0,6,1,1,от 2 до 3
597,864207,0,6,1,1,от 11 до 17
598,864207,0,7,1,1,от 14 до 16
599,864207,0,8,1,1,от 2 до 13
600,,0,9,1,1,от 2 до 2
601,864207,0,10,1,1,от 7 до 12
602,864207,0,10,1,1,от 16 до 18
603,864207,0,13,1,1,от 10 до 11
604,864207,0,15,1,1,от 6 до 9
605,864207,0,29,1,1,от 8 до 10
606,864207,0,34,1,1,от 4 до 7
607,864207,0,53,1,1,от 1 до 8
608,864207,0,64,1,1,от 1 до 1
609,864207,0,100,1,1,от 2 до 6
610,864207,0,116,1,1,от 1 до 4
611,864207,0,127,1,1,от 4 до 5
612,864207,0,209,1,1,от 3 до 3
613,864207,0,479,1,1,от 0 до 2
614,864207,1,1,1,1,от 0 до 21
615,864207,1,1,1,3,от 0 до 0
616,864207,1,1,1,5,от 0 до 0
617,864207,1,2,1,4,от 0 до 0
618,864207,1,2,1,6,от 0 до 0
619,864207,1,3,1,2,от 0 до 0
620,864207,1,12,1,1,от 0 до 0
621,864207,1,20,1,1,от 1 до 1
622,864207,1,62,1,6,от 0 до 0
623,864207,1,65,1,2,от 0 до 0
624,864207,1,66,1,4,от 0 до 0
625,864207,1,67,1,5,от 0 до 0
626,864207,1,196,1,1,от 0 до 0
627,864207,1,262,1,1,от 1 до 1
628,864300,0,1,1,1,от 0 до 0
629,864300,0,1,1,1,от 7 до 7
630,864300,0,2,1,1,от 10 до 10
631,864300,0,3,1,1,от 0 до 3
632,864300,0,7,1,1,от 6 до 6
633,864300,0,41,1,1,от 0 до 2
634,864601,0,1,1,1,от 1 до 2
635,864601,0,24,1,1,от 1 до 2
636,864601,1,3,1,1,от 2 до 3
637,864601,1,5,1,1,от 3 до 3
638,864601,1,7,1,1,от 0 до 0
639,864902,0,1,1,1,от 0 до 0
640,864902,0,1,1,1,от 0 до 1
641,864902,0,1,1,1,от 8 до 8
642,864902,0,1,1,1,от 4 до 9
643,864902,0,1,1,1,от 2 до 11
644,864902,0,1,1,1,от 22 до 29
645,864902,0,1,1,1,от 26 до 40
646,864902,0,1,1,2,от 0 до 0
647,864902,0,2,1,1,от 2 до 6
648,864902,0,3,1,1,от 2 до 4
649,864902,0,3,1,1,от 4 до 10
650,864902,0,5,1,1,от 2 до 2
651,864902,0,6,1,1,от 2 до 5
652,864902,0,8,1,1,от 2 до 7
653,864902,0,11,1,1,от 0 до 3
654,864902,0,12,1,1,от 0 до 1
655,864902,0,44,1,1,от 0 до 0
656,864902,0,101,1,1,от 1 до 2
657,864902,1,1,1,8,от 0 до 0
